species,replicate,conc,time,total,effect,initial,time
SVC,1,505.7,24,10,8,10,6/20/2017
SVC,1,505.7,48,10,10,10,6/21/2017
SVC,1,505.7,72,10,10,10,6/21/2017
SVC,1,505.7,96,10,10,10,6/22/2017
SVC,1,756.6,3,10,0,10,6/22/2017
SVC,1,756.6,6,10,9,10,6/23/2017
SVC,1,756.6,12,10,10,10,6/23/2017
SVC,1,756.6,24,10,10,10,6/24/2017
SVC,1,756.6,48,10,10,10,6/24/2017
SVC,1,756.6,72,10,10,10,6/25/2017
SVC,1,756.6,96,10,10,10,6/25/2017
SVC,1,1008,3,10,4,10,6/26/2017
SVC,1,1008,6,10,10,10,6/26/2017
SVC,1,1008,12,10,10,10,6/27/2017
SVC,1,1008,24,10,10,10,6/27/2017
SVC,1,1008,48,10,10,10,6/28/2017
SVC,1,1008,72,10,10,10,6/28/2017
SVC,1,1008,96,10,10,10,6/29/2017
SVC,2,0,3,9,0,9,6/29/2017
SVC,2,0,6,9,0,9,6/30/2017
SVC,2,0,12,9,0,9,6/30/2017
SVC,2,0,24,9,0,9,7/1/2017
SVC,2,0,48,9,0,9,7/1/2017
SVC,2,0,72,9,0,9,7/2/2017
SVC,2,0,96,9,0,9,7/2/2017
SVC,2,50.25,3,9,0,9,7/3/2017
SVC,2,50.25,6,9,0,9,7/3/2017
SVC,2,50.25,12,9,0,9,7/4/2017
SVC,2,50.25,24,9,0,9,7/4/2017
SVC,2,50.25,48,9,0,9,7/5/2017
SVC,2,50.25,72,9,0,9,7/5/2017
SVC,2,50.25,96,9,0,9,7/6/2017
SVC,2,125.6,3,10,0,10,7/6/2017
SVC,2,125.6,6,10,0,10,7/7/2017
SVC,2,125.6,12,10,0,10,7/7/2017
SVC,2,125.6,24,10,0,10,7/8/2017
SVC,2,125.6,48,10,0,10,7/8/2017
SVC,2,125.6,72,10,0,10,7/9/2017
SVC,2,125.6,96,10,0,10,7/9/2017
SVC,2,237,3,10,0,10,7/10/2017
SVC,2,237,6,10,0,10,7/10/2017
SVC,2,237,12,10,0,10,7/11/2017
SVC,2,237,24,10,0,10,7/11/2017
SVC,2,237,48,10,0,10,7/12/2017
SVC,2,237,72,10,0,10,7/12/2017
SVC,2,237,96,10,0,10,7/13/2017
SVC,2,451.5,3,10,0,10,7/13/2017
SVC,2,451.5,6,10,2,10,7/14/2017
SVC,2,451.5,12,10,5,10,7/14/2017
SVC,2,451.5,24,10,8,10,7/15/2017
SVC,2,451.5,48,10,10,10,7/15/2017
SVC,2,451.5,72,10,10,10,7/16/2017
SVC,2,451.5,96,10,10,10,7/16/2017
SVC,2,752.5,3,10,0,10,7/17/2017
SVC,2,752.5,6,10,7,10,7/17/2017
SVC,2,752.5,12,10,7,10,7/18/2017
SVC,2,752.5,24,9,8,9,7/18/2017
SVC,2,752.5,48,9,9,9,7/19/2017
SVC,2,752.5,72,9,9,9,7/19/2017
SVC,2,752.5,96,9,9,9,7/20/2017
SVC,3,0,3,10,0,10,7/20/2017
SVC,3,0,6,10,0,10,7/21/2017
SVC,3,0,12,10,0,10,7/21/2017
SVC,3,0,24,10,0,10,7/22/2017
SVC,3,0,48,10,0,10,7/22/2017
SVC,3,0,72,10,0,10,7/23/2017
SVC,3,0,96,10,0,10,7/23/2017
SVC,3,200.796,3,10,0,10,7/24/2017
SVC,3,200.796,6,10,0,10,7/24/2017
SVC,3,200.796,12,10,0,10,7/25/2017
SVC,3,200.796,24,10,0,10,7/25/2017
SVC,3,200.796,48,10,0,10,7/26/2017
SVC,3,200.796,72,10,0,10,7/26/2017
SVC,3,200.796,96,10,0,10,7/27/2017
SVC,3,301.194,3,10,0,10,7/27/2017
SVC,3,301.194,6,10,0,10,7/28/2017
SVC,3,301.194,12,10,0,10,7/28/2017
SVC,3,301.194,24,10,0,10,7/29/2017
SVC,3,301.194,48,10,0,10,7/29/2017
SVC,3,301.194,72,10,1,10,7/30/2017
SVC,3,301.194,96,10,1,10,7/30/2017
SVC,3,401.592,3,10,0,10,7/31/2017
SVC,3,401.592,6,10,0,10,7/31/2017
SVC,3,401.592,12,10,0,10,8/1/2017
SVC,3,401.592,24,10,0,10,8/1/2017
SVC,3,401.592,48,10,0,10,8/2/2017
SVC,3,401.592,72,10,0,10,8/2/2017
SVC,3,401.592,96,10,0,10,8/3/2017
SVC,3,501.99,3,10,0,10,8/3/2017
SVC,3,501.99,6,10,0,10,8/4/2017
SVC,3,501.99,12,10,0,10,8/4/2017
SVC,3,501.99,24,10,0,10,8/5/2017
SVC,3,501.99,48,10,0,10,8/5/2017
SVC,3,501.99,72,10,0,10,8/6/2017
SVC,3,501.99,96,10,0,10,8/6/2017
SVC,3,803.184,3,10,0,10,8/7/2017
SVC,3,803.184,6,10,2,10,8/7/2017
SVC,3,803.184,12,10,3,10,8/8/2017
SVC,3,803.184,24,10,4,10,8/8/2017
SVC,3,803.184,48,10,5,10,8/9/2017
SVC,3,803.184,72,10,7,10,8/9/2017
SVC,3,803.184,96,10,7,10,8/10/2017
SVC,4,0,3,10,0,10,8/10/2017
SVC,4,0,6,10,0,10,8/11/2017
SVC,4,0,12,10,0,10,8/11/2017
SVC,4,0,24,10,0,10,8/12/2017
SVC,4,0,48,10,0,10,8/12/2017
SVC,4,0,72,10,0,10,8/13/2017
SVC,4,0,96,10,0,10,8/13/2017
SVC,4,200.796,3,10,0,10,8/14/2017
SVC,4,200.796,6,10,0,10,8/14/2017
SVC,4,200.796,12,10,0,10,8/15/2017
SVC,4,200.796,24,10,0,10,8/15/2017
SVC,4,200.796,48,10,0,10,8/16/2017
SVC,4,200.796,72,10,0,10,8/16/2017
SVC,4,200.796,96,10,0,10,8/17/2017
SVC,4,301.194,3,10,0,10,8/17/2017
SVC,4,301.194,6,10,0,10,8/18/2017
SVC,4,301.194,12,10,0,10,8/18/2017
SVC,4,301.194,24,10,0,10,8/19/2017
SVC,4,301.194,48,10,0,10,8/19/2017
SVC,4,301.194,72,10,0,10,8/20/2017
SVC,4,301.194,96,10,0,10,8/20/2017
SVC,4,401.592,3,10,0,10,8/21/2017
SVC,4,401.592,6,10,0,10,8/21/2017
SVC,4,401.592,12,10,0,10,8/22/2017
SVC,4,401.592,24,10,0,10,8/22/2017
SVC,4,401.592,48,10,0,10,8/23/2017
SVC,4,401.592,72,10,0,10,8/23/2017
SVC,4,401.592,96,10,0,10,8/24/2017
SVC,4,501.99,3,11,0,11,8/24/2017
SVC,4,501.99,6,11,0,11,8/25/2017
SVC,4,501.99,12,11,0,11,8/25/2017
SVC,4,501.99,24,11,1,11,8/26/2017
SVC,4,501.99,48,11,1,11,8/26/2017
SVC,4,501.99,72,11,1,11,8/27/2017
SVC,4,501.99,96,11,1,11,8/27/2017
SVC,4,803.184,3,10,0,10,8/28/2017
SVC,4,803.184,6,10,0,10,8/28/2017
SVC,4,803.184,12,10,2,10,8/29/2017
SVC,4,803.184,24,10,4,10,8/29/2017
SVC,4,803.184,48,10,5,10,8/30/2017
SVC,4,803.184,72,10,5,10,8/30/2017
SVC,4,803.184,96,10,5,10,8/31/2017
SVC,5,0,3,9,0,9,8/31/2017
SVC,5,0,6,9,0,9,9/1/2017
SVC,5,0,12,9,0,9,9/1/2017
SVC,5,0,24,9,1,9,9/2/2017
SVC,5,0,48,9,4,9,9/2/2017
SVC,5,0,72,9,5,9,9/3/2017
SVC,5,0,96,9,5,9,9/3/2017
SVC,5,200.796,3,9,0,9,9/4/2017
SVC,5,200.796,6,9,0,9,9/4/2017
SVC,5,200.796,12,9,0,9,9/5/2017
SVC,5,200.796,24,9,1,9,9/5/2017
SVC,5,200.796,48,9,4,9,9/6/2017
SVC,5,200.796,72,9,5,9,9/6/2017
SVC,5,200.796,96,9,5,9,9/7/2017
SVC,5,301.194,3,10,0,10,9/7/2017
SVC,5,301.194,6,10,0,10,9/8/2017
SVC,5,301.194,12,10,0,10,9/8/2017
SVC,5,301.194,24,10,1,10,9/9/2017
SVC,5,301.194,48,10,1,10,9/9/2017
SVC,5,301.194,72,10,1,10,9/10/2017
SVC,5,301.194,96,10,1,10,9/10/2017
SVC,5,401.592,3,10,0,10,9/11/2017
SVC,5,401.592,6,10,0,10,9/11/2017
SVC,5,401.592,12,10,0,10,9/12/2017
SVC,5,401.592,24,10,0,10,9/12/2017
SVC,5,401.592,48,10,0,10,9/13/2017
SVC,5,401.592,72,10,0,10,9/13/2017
SVC,5,401.592,96,10,0,10,9/14/2017
SVC,5,501.99,3,10,0,10,9/14/2017
SVC,5,501.99,6,10,0,10,9/15/2017
SVC,5,501.99,12,10,0,10,9/15/2017
SVC,5,501.99,24,10,2,10,9/16/2017
SVC,5,501.99,48,10,3,10,9/16/2017
SVC,5,501.99,72,10,7,10,9/17/2017
SVC,5,501.99,96,10,7,10,9/17/2017
SVC,5,803.184,3,9,0,9,9/18/2017
SVC,5,803.184,6,9,2,9,9/18/2017
SVC,5,803.184,12,9,4,9,9/19/2017
SVC,5,803.184,24,9,4,9,9/19/2017
SVC,5,803.184,48,9,7,9,9/20/2017
SVC,5,803.184,72,9,7,9,9/20/2017
SVC,5,803.184,96,9,8,9,9/21/2017
SVC,6,0,3,10,0,10,9/21/2017
SVC,6,0,6,10,0,10,9/22/2017
SVC,6,0,12,10,0,10,9/22/2017
SVC,6,0,24,10,0,10,9/23/2017
SVC,6,0,48,10,0,10,9/23/2017
SVC,6,0,72,10,0,10,9/24/2017
SVC,6,0,96,10,0,10,9/24/2017
SVC,6,200.018,3,10,0,10,9/25/2017
SVC,6,200.018,6,10,0,10,9/25/2017
SVC,6,200.018,12,10,0,10,9/26/2017
SVC,6,200.018,24,10,0,10,9/26/2017
SVC,6,200.018,48,10,0,10,9/27/2017
SVC,6,200.018,72,10,0,10,9/27/2017
SVC,6,200.018,96,10,0,10,9/28/2017
SVC,6,400.036,3,10,0,10,9/28/2017
SVC,6,400.036,6,10,0,10,9/29/2017
SVC,6,400.036,12,10,0,10,9/29/2017
SVC,6,400.036,24,10,0,10,9/30/2017
SVC,6,400.036,48,10,0,10,9/30/2017
SVC,6,400.036,72,10,1,10,10/1/2017
SVC,6,400.036,96,10,2,10,10/1/2017
SVC,6,600.054,3,10,0,10,10/2/2017
SVC,6,600.054,6,10,0,10,10/2/2017
SVC,6,600.054,12,10,1,10,10/3/2017
SVC,6,600.054,24,10,2,10,10/3/2017
SVC,6,800.072,3,10,0,10,10/4/2017
SVC,6,800.072,6,10,3,10,10/4/2017
SVC,6,800.072,12,10,9,10,10/5/2017
SVC,6,800.072,24,10,10,10,10/5/2017
SVC,6,800.072,48,10,10,10,10/6/2017
SVC,6,800.072,72,10,10,10,10/6/2017
SVC,6,800.072,96,10,10,10,10/7/2017
SVC,6,1000.09,3,10,0,10,10/7/2017
SVC,6,1000.09,6,10,4,10,10/8/2017
SVC,6,1000.09,12,10,10,10,10/8/2017
SVC,6,1000.09,24,10,10,10,10/9/2017
SVC,6,1000.09,48,10,10,10,10/9/2017
SVC,6,1000.09,72,10,10,10,10/10/2017
SVC,6,1000.09,96,10,10,10,10/10/2017
SVC,7,0,3,10,0,10,10/11/2017
SVC,7,0,6,10,0,10,10/11/2017
SVC,7,0,12,10,0,10,10/12/2017
SVC,7,0,24,10,0,10,10/12/2017
SVC,7,0,48,10,0,10,10/13/2017
SVC,7,0,72,10,0,10,10/13/2017
SVC,7,0,96,10,0,10,10/14/2017
SVC,7,200.018,3,10,0,10,10/14/2017
SVC,7,200.018,6,10,0,10,10/15/2017
SVC,7,200.018,12,10,0,10,10/15/2017
SVC,7,200.018,24,10,0,10,10/16/2017
SVC,7,200.018,48,10,0,10,10/16/2017
SVC,7,200.018,72,10,0,10,10/17/2017
SVC,7,200.018,96,10,0,10,10/17/2017
SVC,7,400.036,3,10,0,10,10/18/2017
SVC,7,400.036,6,10,0,10,10/18/2017
SVC,7,400.036,12,10,0,10,10/19/2017
SVC,7,400.036,24,10,0,10,10/19/2017
SVC,7,400.036,48,10,1,10,10/20/2017
SVC,7,400.036,72,10,6,10,10/20/2017
SVC,7,400.036,96,10,7,10,10/21/2017
SVC,7,600.054,3,8,0,8,10/21/2017
SVC,7,600.054,6,8,0,8,10/22/2017
SVC,7,600.054,12,8,0,8,10/22/2017
SVC,7,600.054,24,8,0,8,10/23/2017
SVC,7,600.054,48,8,6,8,10/23/2017
SVC,7,600.054,72,8,8,8,10/24/2017
SVC,7,600.054,96,8,8,8,10/24/2017
SVC,7,800.072,3,10,0,10,10/25/2017
SVC,7,800.072,6,10,0,10,10/25/2017
SVC,7,800.072,12,10,0,10,10/26/2017
SVC,7,800.072,24,10,1,10,10/26/2017
SVC,7,800.072,48,10,3,10,10/27/2017
SVC,7,800.072,72,10,10,10,10/27/2017
SVC,7,800.072,96,10,10,10,10/28/2017
SVC,7,1000.09,3,10,0,10,10/28/2017
SVC,7,1000.09,6,10,7,10,10/29/2017
SVC,7,1000.09,12,10,10,10,10/29/2017
SVC,7,1000.09,24,10,10,10,10/30/2017
SVC,7,1000.09,48,10,10,10,10/30/2017
SVC,7,1000.09,72,10,10,10,10/31/2017
SVC,7,1000.09,96,10,10,10,10/31/2017
BHC,6,0,3,10,0,10,11/1/2017
BHC,6,0,6,10,0,10,11/1/2017
BHC,6,0,12,10,0,10,11/2/2017
BHC,6,0,24,10,0,10,11/2/2017
BHC,6,0,48,10,0,10,11/3/2017
BHC,6,0,72,10,0,10,11/3/2017
BHC,6,0,96,10,0,10,11/4/2017
BHC,6,101.7,3,10,0,10,11/4/2017
BHC,6,101.7,6,10,0,10,11/5/2017
BHC,6,101.7,12,10,0,10,11/5/2017
BHC,6,101.7,24,10,0,10,11/6/2017
BHC,6,101.7,48,10,0,10,11/6/2017
BHC,6,101.7,72,10,0,10,11/7/2017
BHC,6,101.7,96,10,0,10,11/7/2017
BHC,6,203.4,3,10,0,10,11/8/2017
BHC,6,203.4,6,10,0,10,11/8/2017
BHC,6,203.4,12,10,0,10,11/9/2017
BHC,6,203.4,24,10,0,10,11/9/2017
BHC,6,203.4,48,10,5,10,11/10/2017
BHC,6,203.4,72,10,5,10,11/10/2017
BHC,6,203.4,96,10,5,10,11/11/2017
BHC,6,305.1,3,10,0,10,11/11/2017
BHC,6,305.1,6,10,0,10,11/12/2017
BHC,6,305.1,12,10,3,10,11/12/2017
BHC,6,305.1,24,10,5,10,11/13/2017
BHC,6,305.1,48,10,10,10,11/13/2017
BHC,6,305.1,72,10,10,10,11/14/2017
BHC,6,305.1,96,10,10,10,11/14/2017
BHC,6,406.8,3,10,0,10,11/15/2017
BHC,6,406.8,6,10,1,10,11/15/2017
BHC,6,406.8,12,10,8,10,11/16/2017
BHC,6,406.8,24,10,10,10,11/16/2017
BHC,6,406.8,48,10,10,10,11/17/2017
BHC,6,406.8,72,10,10,10,11/17/2017
BHC,6,406.8,96,10,10,10,11/18/2017
BHC,6,813.6,3,9,0,9,11/18/2017
BHC,6,813.6,6,9,8,9,11/19/2017
BHC,6,813.6,12,9,9,9,11/19/2017
BHC,6,813.6,24,9,9,9,11/20/2017
BHC,6,813.6,48,9,9,9,11/20/2017
BHC,6,813.6,72,9,9,9,11/21/2017
BHC,6,813.6,96,9,9,9,11/21/2017
BHC,7,0,3,10,0,10,11/22/2017
BHC,7,0,6,10,0,10,11/22/2017
BHC,7,0,12,10,0,10,11/23/2017
BHC,7,0,24,10,0,10,11/23/2017
BHC,7,0,48,10,0,10,11/24/2017
BHC,7,0,72,10,0,10,11/24/2017
BHC,7,0,96,10,0,10,11/25/2017
BHC,7,101.7,3,10,0,10,11/25/2017
BHC,7,101.7,6,10,0,10,11/26/2017
BHC,7,101.7,12,10,0,10,11/26/2017
BHC,7,101.7,24,10,0,10,11/27/2017
BHC,7,101.7,48,10,0,10,11/27/2017
BHC,7,101.7,72,10,0,10,11/28/2017
BHC,7,101.7,96,10,0,10,11/28/2017
BHC,7,203.4,3,10,0,10,11/29/2017
BHC,7,203.4,6,10,0,10,11/29/2017
BHC,7,203.4,12,10,0,10,11/30/2017
BHC,7,203.4,24,10,0,10,11/30/2017
BHC,7,203.4,48,10,4,10,12/1/2017
BHC,7,203.4,72,10,4,10,12/1/2017
BHC,7,203.4,96,10,5,10,12/2/2017
BHC,7,305.1,3,10,0,10,12/2/2017
BHC,7,305.1,6,10,0,10,12/3/2017
BHC,7,305.1,12,10,0,10,12/3/2017
BHC,7,305.1,24,10,4,10,12/4/2017
BHC,7,305.1,48,10,9,10,12/4/2017
BHC,7,305.1,72,10,9,10,12/5/2017
BHC,7,305.1,96,10,10,10,12/5/2017
BHC,7,406.8,3,10,0,10,12/6/2017
BHC,7,406.8,6,10,2,10,12/6/2017
BHC,7,406.8,12,10,9,10,12/7/2017
BHC,7,406.8,24,10,10,10,12/7/2017
BHC,7,406.8,48,10,10,10,12/8/2017
BHC,7,406.8,72,10,10,10,12/8/2017
BHC,7,406.8,96,10,10,10,12/9/2017
BHC,7,813.6,3,10,0,10,12/9/2017
BHC,7,813.6,6,10,6,10,12/10/2017
BHC,7,813.6,12,10,10,10,12/10/2017
BHC,7,813.6,24,10,10,10,12/11/2017
BHC,7,813.6,48,10,10,10,12/11/2017
BHC,7,813.6,72,10,10,10,12/12/2017
BHC,7,813.6,96,10,10,10,12/12/2017
BHC,8,0,3,10,0,10,12/13/2017
BHC,8,0,6,10,0,10,12/13/2017
BHC,8,0,12,10,0,10,12/14/2017
BHC,8,0,24,10,0,10,12/14/2017
BHC,8,0,48,10,0,10,12/15/2017
BHC,8,0,72,10,0,10,12/15/2017
BHC,8,0,96,10,0,10,12/16/2017
BHC,8,101.7,3,10,0,10,12/16/2017
BHC,8,101.7,6,10,0,10,12/17/2017
BHC,8,101.7,12,10,0,10,12/17/2017
BHC,8,101.7,24,10,0,10,12/18/2017
BHC,8,101.7,48,10,0,10,12/18/2017
BHC,8,101.7,72,10,0,10,12/19/2017
BHC,8,101.7,96,10,0,10,12/19/2017
BHC,8,203.4,3,10,0,10,12/20/2017
BHC,8,203.4,6,10,0,10,12/20/2017
BHC,8,203.4,12,10,0,10,12/21/2017
BHC,8,203.4,24,10,0,10,12/21/2017
BHC,8,203.4,48,10,6,10,12/22/2017
BHC,8,203.4,72,10,6,10,12/22/2017
BHC,8,203.4,96,10,7,10,12/23/2017
BHC,8,305.1,3,10,0,10,12/23/2017
BHC,8,305.1,6,10,0,10,12/24/2017
BHC,8,305.1,12,10,0,10,12/24/2017
BHC,8,305.1,24,10,3,10,12/25/2017
BHC,8,305.1,48,10,10,10,12/25/2017
BHC,8,305.1,72,10,10,10,12/26/2017
BHC,8,305.1,96,10,10,10,12/26/2017
BHC,8,406.8,3,10,0,10,12/27/2017
BHC,8,406.8,6,10,3,10,12/27/2017
BHC,8,406.8,12,10,9,10,12/28/2017
BHC,8,406.8,24,10,10,10,12/28/2017
BHC,8,406.8,48,10,10,10,12/29/2017
BHC,8,406.8,72,10,10,10,12/29/2017
BHC,8,406.8,96,10,10,10,12/30/2017
BHC,8,813.6,3,10,0,10,12/30/2017
BHC,8,813.6,6,10,9,10,12/31/2017
BHC,8,813.6,12,10,10,10,12/31/2017
BHC,8,813.6,24,10,10,10,1/1/2018
BHC,8,813.6,48,10,10,10,1/1/2018
BHC,8,813.6,72,10,10,10,1/2/2018
BHC,8,813.6,96,10,10,10,1/2/2018
